workerid,proliferate.condition,acceptability_rating,block_id,condition,context,item_id,rt,trial_num,verb,wrong_attempts,error
1239,condition1,0.76,5,filler_good,Hanako said: Larry didn't expect that Julian ate the cupcake.,103,17399,34,expect,,
1239,condition1,0.8,5,filler_good,Hanako said: Helen didn't insist that Charlie received a message.,110,10983,35,insist,,
1239,condition1,0.21,5,filler_bad,Hanako said: Fatima didn't think that Frank and Lisa were in the office.,116,8500,36,think,,
1200,condition1,0.64,practice,practice_acceptability_good_1,Hanako said: Fiona didn't buy pineapple.,201,,0,NA,0,
1200,condition1,0.05,practice,practice_accpetability_bad_2,Hanako said: Prisha doesn't speak Korean.,204,,0,NA,0,
1200,condition1,0.17,0,filler_bad,Hanako said: Amy didn't guess that Kevin and Paul drafted the letter.,113,9885,1,guess,,
1200,condition1,0,0,filler_bad,Hanako said: Kate didn't reveal that Frank and Lisa were in the office.,116,7322,2,reveal,,
1200,condition1,0.78,0,say_adv,Hanako said: Jessie didn't say ruefully that Dan knew the professor.,5,7513,3,say ruefully,,
1200,condition1,1,0,filler_good,Hanako said: Yash didn't suggest that Julian ate the cupcake.,103,5406,4,suggest,,
1200,condition1,1,0,say,Hanako said: Igor didn't say that Penny won the lottery.,11,4456,5,say,,
1200,condition1,1,0,filler_good,Hanako said: Hannah didn't speculate that Doug would invite the mayor.,102,5158,6,speculate,,
1200,condition1,0.19,1,filler_bad,Hanako said: Helen didn't think that the agent of the guitarist would show up.,120,7187,7,think,,
1200,condition1,1,1,say,Hanako said: Bill didn't say that Ming forgot her phone. ,9,4464,8,say,,
1200,condition1,0.49,1,filler_good,Hanako said: Jake didn't expect that Zack broke the plates.,109,8764,9,expect,,
1200,condition1,0.82,1,filler_good,Hanako said: Grace didn't guess that Charlie received a message.,110,5532,10,guess,,
1200,condition1,0.1,1,say_adv,Hanako said: Larry didn't say gently that Tia brought her parents.,12,6227,11,say gently,,
1200,condition1,0.21,1,filler_bad,Hanako said: Julian didn't hope that the book about astronomy was on the shelf.,124,10344,12,hope,,
1200,condition1,0.17,2,filler_bad,Hanako said: Nancy didn't imply that Judith and Laura would order pizza.,118,7516,13,imply,,
1200,condition1,1,2,filler_good,Hanako said: Ted didn't imply that Tony would visit George.,112,4092,14,imply,,
1200,condition1,0.15,2,filler_bad,Hanako said: John didn't speculate that Liz and Jason drank the beer. ,115,5848,15,speculate,,
1200,condition1,0.88,2,say,Hanako said: Emily didn't say that Charlie saw the robber.,6,3924,16,say,,
1200,condition1,0.76,2,say_adv,Hanako said: Jamal didn't say dryly that Yumi found the wallet.,7,7244,17,say dryly,,
1200,condition1,0.81,2,filler_good,Hanako said: Ollie didn't suspect that Todd went out with Betty.,111,4832,18,suspect,,
1200,condition1,1,3,say,Hanako said: Ronald didn't say that Mary met with the lawyer.,1,9403,19,say,,
1200,condition1,0.1,3,filler_bad,Hanako said: Chandler didn't insist that Karl and Nick cooked dinner.,117,5856,20,insist,,
1200,condition1,0.66,3,filler_bad,Hanako said: Ben didn't suggest that Krisha's parents were moving to Texas.,123,11824,21,suggest,,
1200,condition1,0.82,3,say_adv,Hanako said: Danny didn't say loudly that Omar had dinner with his manager.,10,5959,22,say loudly,,
1200,condition1,0.91,3,filler_good,Hanako said: Howard didn't insist that Dana brought a gift.,108,6415,23,insist,,
1200,condition1,0.99,3,filler_good,Hanako said: Rui didn't reveal that Jennifer got a cat.,105,5600,24,reveal,,
1200,condition1,1,4,filler_good,Hanako said: Fatima didn't hope that Karen wrote a book.,104,3974,25,hope,,
1200,condition1,0.52,4,filler_bad,Hanako said: Frankie didn't expect that Carol's brother signed the contract.,119,6551,26,expect,,
1200,condition1,0.72,4,say_adv,Hanako said: Tim didn't say cheerfully that Hasan talked to the detectives.,8,7675,27,say cheerfully,,
1200,condition1,1,4,say,Hanako said: Tony didn't say that Kevin lost the keys.,2,4566,28,say,,
1200,condition1,0.91,4,filler_good,Hanako said: Ashley didn't expect that Maddie would call her roommate.,106,3814,29,expect,,
1200,condition1,0.15,4,filler_bad,Hanako said: Charlie didn't expect that Rob and Marc cut the bread. ,114,4406,30,expect,,
1200,condition1,0.93,5,say_adv,Hanako said: Jess didn't say wistfully that Brandon broke his laptop.,4,5029,31,say wistfully,,
1200,condition1,1,5,filler_good,Hanako said: Emma didn't think that George emailed the students.,101,5865,32,think,,
1200,condition1,1,5,say,Hanako said: Donald didn't say that Alex bought a birthday cake.,3,4934,33,say,,
1200,condition1,0.28,5,filler_bad,Hanako said: Laura didn't believe that the assistant to the director would give the presentation.,122,11258,34,believe,,
1200,condition1,0.52,5,filler_bad,Hanako said: Matthew didn't suspect that Eva's uncle should stay for dinner.,121,9363,35,suspect,,
1200,condition1,1,5,filler_good,Hanako said: Sally didn't believe that Jacy rented the truck.,107,4246,36,believe,,
1229,condition1,1,practice,practice_acceptability_good_1,Hanako said: Fiona didn't buy pineapple.,201,,0,NA,0,
1229,condition1,0,practice,practice_accpetability_bad_2,Hanako said: Prisha doesn't speak Korean.,204,,0,NA,0,
1229,condition1,0,0,filler_bad,Hanako said: Sally didn't imply that Carol's brother signed the contract.,119,10983,1,imply,,
1229,condition1,0.87,0,filler_good,Hanako said: Ollie didn't speculate that Todd went out with Betty.,111,11322,2,speculate,,
1229,condition1,0.23,0,filler_bad,Hanako said: Charlie didn't expect that the agent of the guitarist would show up.,120,11588,3,expect,,
1229,condition1,1,0,filler_good,Hanako said: Yash didn't insist that Jacy rented the truck.,107,5281,4,insist,,
1229,condition1,1,0,say,Hanako said: Jake didn't say that Tia brought her parents.,12,7249,5,say,,
1229,condition1,0.72,0,say_adv,Hanako said: John didn't say cheerfully that Dan knew the professor.,5,17849,6,say cheerfully,,
1229,condition1,0.85,1,say_adv,Hanako said: Emma didn't say gently that Hasan talked to the detectives.,8,5256,7,say gently,,
1229,condition1,0.17,1,filler_bad,Hanako said: Jamal didn't expect that Krisha's parents were moving to Texas.,123,14114,8,expect,,
1229,condition1,1,1,filler_good,Hanako said: Tim didn't guess that Zack broke the plates.,109,3753,9,guess,,
1229,condition1,0.01,1,filler_bad,Hanako said: Matthew didn't suggest that Rob and Marc cut the bread. ,114,5581,10,suggest,,
1229,condition1,0.92,1,filler_good,Hanako said: Chandler didn't expect that Tony would visit George.,112,14745,11,expect,,
1229,condition1,1,1,say,Hanako said: Frankie didn't say that Brandon broke his laptop.,4,4725,12,say,,
1229,condition1,0,2,filler_bad,Hanako said: Jess didn't hope that the book about astronomy was on the shelf.,124,7833,13,hope,,
1229,condition1,1,2,filler_good,Hanako said: Tony didn't reveal that Jennifer got a cat.,105,2851,14,reveal,,
1229,condition1,1,2,say_adv,Hanako said: Ben didn't say softly that Charlie saw the robber.,6,8346,15,say softly,,
1229,condition1,1,2,say,Hanako said: Ted didn't say that Alex bought a birthday cake.,3,7010,16,say,,
1229,condition1,1,2,filler_good,Hanako said: Ronald didn't suggest that George emailed the students.,101,3200,17,suggest,,
1229,condition1,0,2,filler_bad,Hanako said: Danny didn't reveal that Liz and Jason drank the beer. ,115,3312,18,reveal,,
1229,condition1,1,3,filler_good,Hanako said: Kate didn't imply that Doug would invite the mayor.,102,3865,19,imply,,
1229,condition1,0,3,filler_bad,Hanako said: Igor didn't guess that Karl and Nick cooked dinner.,117,7246,20,guess,,
1229,condition1,1,3,filler_good,Hanako said: Howard didn't believe that Karen wrote a book.,104,5017,21,believe,,
1229,condition1,0.07,3,filler_bad,Hanako said: Laura didn't speculate that the assistant to the director would give the presentation.,122,14261,22,speculate,,
1229,condition1,1,3,say,Hanako said: Grace didn't say that Ming forgot her phone. ,9,2900,23,say,,
1229,condition1,1,3,say_adv,Hanako said: Bill didn't say dryly that Yumi found the wallet.,7,4766,24,say dryly,,
1229,condition1,1,4,filler_good,Hanako said: Larry didn't hope that Charlie received a message.,110,5981,25,hope,,
1229,condition1,1,4,say_adv,Hanako said: Nancy didn't say wearily that Omar had dinner with his manager.,10,6845,26,say wearily,,
1229,condition1,0,4,filler_bad,Hanako said: Julian didn't believe that Eva's uncle should stay for dinner.,121,6424,27,believe,,
1229,condition1,0,4,filler_bad,Hanako said: Fatima didn't suspect that Judith and Laura would order pizza.,118,4227,28,suspect,,
1229,condition1,1,4,filler_good,Hanako said: Amy didn't suspect that Maddie would call her roommate.,106,3443,29,suspect,,
1229,condition1,1,4,say,Hanako said: Emily didn't say that Mary met with the lawyer.,1,3486,30,say,,
1229,condition1,1,5,say,Hanako said: Helen didn't say that Kevin lost the keys.,2,5671,31,say,,
1229,condition1,1,5,say_adv,Hanako said: Jessie didn't say ruefully that Penny won the lottery.,11,6342,32,say ruefully,,
1229,condition1,0,5,filler_bad,Hanako said: Donald didn't insist that Frank and Lisa were in the office.,116,4668,33,insist,,
1229,condition1,1,5,filler_good,Hanako said: Ashley didn't think that Dana brought a gift.,108,2821,34,think,,
1229,condition1,0,5,filler_bad,Hanako said: Hannah didn't think that Kevin and Paul drafted the letter.,113,4168,35,think,,
1229,condition1,1,5,filler_good,Hanako said: Rui didn't expect that Julian ate the cupcake.,103,3227,36,expect,,
1207,condition1,0.8,practice,practice_acceptability_good_1,Hanako said: Fiona didn't buy pineapple.,201,,0,NA,0,
1207,condition1,0.17,practice,practice_accpetability_bad_2,Hanako said: Prisha doesn't speak Korean.,204,,0,NA,0,
1207,condition1,0.01,0,filler_bad,Hanako said: Ben didn't expect that Judith and Laura would order pizza.,118,11191,1,expect,,
1207,condition1,0.6,0,say_adv,Hanako said: Jess didn't say wearily that Yumi found the wallet.,7,14455,2,say wearily,,
1207,condition1,0.09,0,filler_bad,Hanako said: Emily didn't hope that Karl and Nick cooked dinner.,117,33431,3,hope,,
1207,condition1,0.84,0,filler_good,Hanako said: Danny didn't expect that Julian ate the cupcake.,103,10479,4,expect,,
1207,condition1,0.89,0,say,Hanako said: Matthew didn't say that Charlie saw the robber.,6,10136,5,say,,
1207,condition1,0.92,0,filler_good,Hanako said: Tony didn't expect that Dana brought a gift.,108,6575,6,expect,,
1207,condition1,0.93,1,filler_good,Hanako said: Kate didn't imply that George emailed the students.,101,7280,7,imply,,
1207,condition1,0.01,1,filler_bad,Hanako said: Fatima didn't think that Liz and Jason drank the beer. ,115,10264,8,think,,
1207,condition1,0.87,1,say,Hanako said: Ronald didn't say that Mary met with the lawyer.,1,13463,9,say,,
1207,condition1,0.69,1,say_adv,Hanako said: Yash didn't say quietly that Tia brought her parents.,12,14887,10,say quietly,,
1207,condition1,0.87,1,filler_good,Hanako said: Ted didn't believe that Jacy rented the truck.,107,6914,11,believe,,
1207,condition1,0.03,1,filler_bad,Hanako said: Rui didn't speculate that Frank and Lisa were in the office.,116,12462,12,speculate,,
1207,condition1,0.59,2,filler_bad,Hanako said: Laura didn't suggest that Eva's uncle should stay for dinner.,121,22489,13,suggest,,
1207,condition1,0.55,2,say_adv,Hanako said: Frankie didn't say dryly that Kevin lost the keys.,2,18297,14,say dryly,,
1207,condition1,0.97,2,say,Hanako said: Ashley didn't say that Hasan talked to the detectives.,8,7503,15,say,,
1207,condition1,0.97,2,filler_good,Hanako said: Bill didn't suggest that Charlie received a message.,110,6440,16,suggest,,
1207,condition1,0.64,2,filler_bad,Hanako said: Sally didn't expect that the assistant to the director would give the presentation.,122,16040,17,expect,,
1207,condition1,0.98,2,filler_good,Hanako said: Helen didn't hope that Doug would invite the mayor.,102,6385,18,hope,,
1207,condition1,0.91,3,filler_good,Hanako said: Nancy didn't speculate that Maddie would call her roommate.,106,6598,19,speculate,,
1207,condition1,0.03,3,filler_bad,Hanako said: Jamal didn't guess that the book about astronomy was on the shelf.,124,26609,20,guess,,
1207,condition1,0.5,3,filler_bad,Hanako said: Larry didn't reveal that the agent of the guitarist would show up.,120,23662,21,reveal,,
1207,condition1,0.95,3,filler_good,Hanako said: Jake didn't think that Todd went out with Betty.,111,6024,22,think,,
1207,condition1,0.68,3,say_adv,Hanako said: Julian didn't say cheerfully that Dan knew the professor.,5,23321,23,say cheerfully,,
1207,condition1,0.91,3,say,Hanako said: John didn't say that Brandon broke his laptop.,4,8624,24,say,,
1207,condition1,0.91,4,filler_good,Hanako said: Grace didn't reveal that Tony would visit George.,112,7094,25,reveal,,
1207,condition1,0.6,4,say_adv,Hanako said: Igor didn't say loudly that Omar had dinner with his manager.,10,8145,26,say loudly,,
1207,condition1,0.97,4,filler_good,Hanako said: Emma didn't suspect that Karen wrote a book.,104,4487,27,suspect,,
1207,condition1,0.81,4,say,Hanako said: Charlie didn't say that Penny won the lottery.,11,6999,28,say,,
1207,condition1,0,4,filler_bad,Hanako said: Ollie didn't imply that Rob and Marc cut the bread. ,114,10488,29,imply,,
1207,condition1,0.51,4,filler_bad,Hanako said: Chandler didn't suspect that Krisha's parents were moving to Texas.,123,11359,30,suspect,,
1207,condition1,0.01,5,filler_bad,Hanako said: Howard didn't insist that Kevin and Paul drafted the letter.,113,19450,31,insist,,
1207,condition1,0.51,5,filler_bad,Hanako said: Tim didn't believe that Carol's brother signed the contract.,119,15151,32,believe,,
1207,condition1,0.7,5,say_adv,Hanako said: Jessie didn't say sternly that Alex bought a birthday cake.,3,8561,33,say sternly,,
1207,condition1,0.98,5,filler_good,Hanako said: Hannah didn't guess that Zack broke the plates.,109,6055,34,guess,,
1207,condition1,0.9,5,say,Hanako said: Donald didn't say that Ming forgot her phone. ,9,4600,35,say,,
1207,condition1,1,5,filler_good,Hanako said: Amy didn't insist that Jennifer got a cat.,105,7872,36,insist,,
1189,condition1,0.69,practice,practice_acceptability_good_1,Hanako said: Fiona didn't buy pineapple.,201,,0,NA,0,
1189,condition1,0,practice,practice_accpetability_bad_2,Hanako said: Prisha doesn't speak Korean.,204,,0,NA,0,
1189,condition1,0.54,0,say,Hanako said: Matthew didn't say that Dan knew the professor.,5,45426,1,say,,
1189,condition1,0.33,0,filler_bad,Hanako said: Jess didn't insist that Kevin and Paul drafted the letter.,113,23595,2,insist,,
1189,condition1,0.84,0,filler_good,Hanako said: Howard didn't think that Zack broke the plates.,109,14209,3,think,,
1189,condition1,0.2,0,say_adv,Hanako said: Rui didn't say dryly that Yumi found the wallet.,7,13276,4,say dryly,,
1189,condition1,0.11,0,filler_bad,Hanako said: Ben didn't expect that the book about astronomy was on the shelf.,124,28442,5,expect,,
1189,condition1,0.97,0,filler_good,Hanako said: Jake didn't expect that Charlie received a message.,110,11012,6,expect,,
1189,condition1,0.89,1,filler_good,Hanako said: Donald didn't guess that Doug would invite the mayor.,102,10891,7,guess,,
1189,condition1,0.23,1,say_adv,Hanako said: Larry didn't say calmly that Omar had dinner with his manager.,10,25214,8,say calmly,,
1189,condition1,0.03,1,filler_bad,Hanako said: Helen didn't suggest that the agent of the guitarist would show up.,120,17526,9,suggest,,
1189,condition1,0.99,1,say,Hanako said: Tim didn't say that Alex bought a birthday cake.,3,9338,10,say,,
1189,condition1,0.97,1,filler_good,Hanako said: Fatima didn't reveal that Dana brought a gift.,108,10073,11,reveal,,
1189,condition1,0,1,filler_bad,Hanako said: Bill didn't hope that Judith and Laura would order pizza.,118,12155,12,hope,,
1189,condition1,0.97,2,say,Hanako said: Frankie didn't say that Penny won the lottery.,11,6609,13,say,,
1189,condition1,0.05,2,filler_bad,Hanako said: Grace didn't think that Rob and Marc cut the bread. ,114,24677,14,think,,
1189,condition1,0.67,2,say_adv,Hanako said: Yash didn't say loudly that Brandon broke his laptop.,4,13586,15,say loudly,,
1189,condition1,1,2,filler_good,Hanako said: Charlie didn't imply that Jacy rented the truck.,107,12725,16,imply,,
1189,condition1,0.09,2,filler_bad,Hanako said: Julian didn't believe that Frank and Lisa were in the office.,116,8567,17,believe,,
1189,condition1,0.85,2,filler_good,Hanako said: Danny didn't expect that Karen wrote a book.,104,16318,18,expect,,
1189,condition1,0.88,3,say_adv,Hanako said: Jessie didn't say wistfully that Ming forgot her phone. ,9,11374,19,say wistfully,,
1189,condition1,0.99,3,filler_good,Hanako said: Jamal didn't believe that Tony would visit George.,112,7700,20,believe,,
1189,condition1,0.08,3,filler_bad,Hanako said: Ted didn't expect that Liz and Jason drank the beer. ,115,9494,21,expect,,
1189,condition1,1,3,filler_good,Hanako said: Hannah didn't suspect that Maddie would call her roommate.,106,7516,22,suspect,,
1189,condition1,0.97,3,say,Hanako said: Ashley didn't say that Hasan talked to the detectives.,8,8326,23,say,,
1189,condition1,0.02,3,filler_bad,Hanako said: Ollie didn't speculate that Carol's brother signed the contract.,119,9623,24,speculate,,
1189,condition1,0.34,4,filler_bad,Hanako said: Emily didn't imply that Eva's uncle should stay for dinner.,121,26073,25,imply,,
1189,condition1,0.9,4,say,Hanako said: Emma didn't say that Kevin lost the keys.,2,8008,26,say,,
1189,condition1,0.6,4,filler_bad,Hanako said: Laura didn't suspect that the assistant to the director would give the presentation.,122,16083,27,suspect,,
1189,condition1,1,4,filler_good,Hanako said: Tony didn't speculate that Todd went out with Betty.,111,7779,28,speculate,,
1189,condition1,0.88,4,say_adv,Hanako said: Ronald didn't say gently that Mary met with the lawyer.,1,9475,29,say gently,,
1189,condition1,0.98,4,filler_good,Hanako said: Amy didn't insist that George emailed the students.,101,6341,30,insist,,
1189,condition1,0.56,5,filler_bad,Hanako said: Nancy didn't reveal that Krisha's parents were moving to Texas.,123,22673,31,reveal,,
1189,condition1,0.99,5,filler_good,Hanako said: Sally didn't suggest that Julian ate the cupcake.,103,5399,32,suggest,,
1189,condition1,0.08,5,filler_bad,Hanako said: Kate didn't guess that Karl and Nick cooked dinner.,117,10064,33,guess,,
1189,condition1,0.97,5,filler_good,Hanako said: Igor didn't hope that Jennifer got a cat.,105,10072,34,hope,,
1189,condition1,1,5,say,Hanako said: Chandler didn't say that Tia brought her parents.,12,14902,35,say,,
1189,condition1,0.9,5,say_adv,Hanako said: John didn't say ruefully that Charlie saw the robber.,6,10896,36,say ruefully,,
1181,condition1,1,practice,practice_acceptability_good_1,Hanako said: Fiona didn't buy pineapple.,201,,0,NA,0,
1181,condition1,0,practice,practice_accpetability_bad_2,Hanako said: Prisha doesn't speak Korean.,204,,0,NA,1,
1181,condition1,0.28,0,filler_good,Hanako said: Chandler didn't suggest that Julian ate the cupcake.,103,9126,1,suggest,,
1181,condition1,0.31,0,say,Hanako said: Ronald didn't say that Omar had dinner with his manager.,10,6207,2,say,,
1181,condition1,0,0,say_adv,Hanako said: Rui didn't say calmly that Mary met with the lawyer.,1,4811,3,say calmly,,
1181,condition1,0,0,filler_good,Hanako said: Julian didn't insist that Doug would invite the mayor.,102,4056,4,insist,,
1181,condition1,0,0,filler_bad,Hanako said: Laura didn't insist that Frank and Lisa were in the office.,116,5323,5,insist,,
1181,condition1,0,0,filler_bad,Hanako said: Nancy didn't reveal that Liz and Jason drank the beer. ,115,2111,6,reveal,,
1181,condition1,0,1,filler_good,Hanako said: Igor didn't reveal that Todd went out with Betty.,111,2828,7,reveal,,
1181,condition1,0.74,1,say,Hanako said: Yash didn't say that Ming forgot her phone. ,9,4725,8,say,,
1181,condition1,0.75,1,filler_bad,Hanako said: Fatima didn't suspect that Kevin and Paul drafted the letter.,113,3387,9,suspect,,
1181,condition1,0.83,1,filler_good,Hanako said: Ollie didn't speculate that Jacy rented the truck.,107,3150,10,speculate,,
1181,condition1,0.32,1,say_adv,Hanako said: Tim didn't say ruefully that Tia brought her parents.,12,2075,11,say ruefully,,
1181,condition1,0,1,filler_bad,Hanako said: Howard didn't guess that Judith and Laura would order pizza.,118,3518,12,guess,,
1181,condition1,0,2,filler_bad,Hanako said: Jake didn't speculate that Rob and Marc cut the bread. ,114,5071,13,speculate,,
1181,condition1,0.7,2,say,Hanako said: Matthew didn't say that Charlie saw the robber.,6,7860,14,say,,
1181,condition1,0.22,2,say_adv,Hanako said: Donald didn't say quietly that Dan knew the professor.,5,4549,15,say quietly,,
1181,condition1,0.01,2,filler_good,Hanako said: Ted didn't suspect that Maddie would call her roommate.,106,7736,16,suspect,,
1181,condition1,0,2,filler_bad,Hanako said: Grace didn't expect that Karl and Nick cooked dinner.,117,4802,17,expect,,
1181,condition1,1,2,filler_good,Hanako said: Sally didn't guess that Jennifer got a cat.,105,3704,18,guess,,
1181,condition1,0,3,filler_bad,Hanako said: Emily didn't imply that Eva's uncle should stay for dinner.,121,5138,19,imply,,
1181,condition1,0.72,3,filler_good,Hanako said: Jessie didn't imply that George emailed the students.,101,3082,20,imply,,
1181,condition1,1,3,say,Hanako said: Jamal didn't say that Brandon broke his laptop.,4,4894,21,say,,
1181,condition1,0,3,filler_bad,Hanako said: Tony didn't hope that the agent of the guitarist would show up.,120,3926,22,hope,,
1181,condition1,0,3,say_adv,Hanako said: Ashley didn't say dryly that Kevin lost the keys.,2,3389,23,say dryly,,
1181,condition1,0.75,3,filler_good,Hanako said: John didn't expect that Tony would visit George.,112,3850,24,expect,,
1181,condition1,0.99,4,filler_good,Hanako said: Amy didn't expect that Dana brought a gift.,108,4726,25,expect,,
1181,condition1,0,4,filler_bad,Hanako said: Helen didn't think that Krisha's parents were moving to Texas.,123,7001,26,think,,
1181,condition1,0,4,filler_bad,Hanako said: Charlie didn't suggest that the book about astronomy was on the shelf.,124,2966,27,suggest,,
1181,condition1,0.77,4,say_adv,Hanako said: Kate didn't say loudly that Alex bought a birthday cake.,3,2559,28,say loudly,,
1181,condition1,0.24,4,filler_good,Hanako said: Jess didn't hope that Zack broke the plates.,109,2582,29,hope,,
1181,condition1,1,4,say,Hanako said: Hannah didn't say that Yumi found the wallet.,7,3365,30,say,,
1181,condition1,0,5,filler_bad,Hanako said: Ben didn't believe that Carol's brother signed the contract.,119,5886,31,believe,,
1181,condition1,0.96,5,say,Hanako said: Larry didn't say that Penny won the lottery.,11,3350,32,say,,
1181,condition1,0.84,5,filler_good,Hanako said: Danny didn't believe that Charlie received a message.,110,2520,33,believe,,
1181,condition1,1,5,filler_good,Hanako said: Emma didn't think that Karen wrote a book.,104,3212,34,think,,
1181,condition1,0,5,say_adv,Hanako said: Frankie didn't say bluntly that Hasan talked to the detectives.,8,3742,35,say bluntly,,
1181,condition1,0,5,filler_bad,Hanako said: Bill didn't expect that the assistant to the director would give the presentation.,122,3435,36,expect,,
1162,condition1,0.99,practice,practice_acceptability_good_1,Hanako said: Fiona didn't buy pineapple.,201,,0,NA,0,
1162,condition1,0,practice,practice_accpetability_bad_2,Hanako said: Prisha doesn't speak Korean.,204,,0,NA,0,
1162,condition1,0.9,0,say,Hanako said: Tim didn't say that Penny won the lottery.,11,9477,1,say,,
1162,condition1,0.01,0,filler_bad,Hanako said: Tony didn't insist that Carol's brother signed the contract.,119,9695,2,insist,,
1162,condition1,0.92,0,filler_good,Hanako said: Chandler didn't insist that Karen wrote a book.,104,8669,3,insist,,
1162,condition1,0.03,0,say_adv,Hanako said: John didn't say dryly that Charlie saw the robber.,6,9582,4,say dryly,,
1162,condition1,0.9,0,filler_good,Hanako said: Ronald didn't suspect that Doug would invite the mayor.,102,47987,5,suspect,,
1162,condition1,0,0,filler_bad,Hanako said: Helen didn't expect that the agent of the guitarist would show up.,120,10479,6,expect,,
1162,condition1,0.98,1,say,Hanako said: Howard didn't say that Dan knew the professor.,5,10546,7,say,,
1162,condition1,0.96,1,filler_good,Hanako said: Fatima didn't believe that Dana brought a gift.,108,6065,8,believe,,
1162,condition1,0.01,1,filler_bad,Hanako said: Kate didn't suggest that the assistant to the director would give the presentation.,122,9524,9,suggest,,
1162,condition1,0.96,1,filler_good,Hanako said: Igor didn't suggest that Todd went out with Betty.,111,10966,10,suggest,,
1162,condition1,0.03,1,filler_bad,Hanako said: Julian didn't reveal that Judith and Laura would order pizza.,118,6393,11,reveal,,
1162,condition1,0.54,1,say_adv,Hanako said: Jamal didn't say calmly that Yumi found the wallet.,7,8896,12,say calmly,,
1162,condition1,0.94,2,filler_good,Hanako said: Ben didn't speculate that Maddie would call her roommate.,106,6245,13,speculate,,
1162,condition1,0.95,2,say,Hanako said: Sally didn't say that Hasan talked to the detectives.,8,11571,14,say,,
1162,condition1,0.01,2,filler_bad,Hanako said: Frankie didn't believe that Kevin and Paul drafted the letter.,113,6953,15,believe,,
1162,condition1,0.06,2,filler_good,Hanako said: Amy didn't expect that Julian ate the cupcake.,103,7182,16,expect,,
1162,condition1,0.94,2,say_adv,Hanako said: Jessie didn't say loudly that Omar had dinner with his manager.,10,8794,17,say loudly,,
1162,condition1,0.02,2,filler_bad,Hanako said: Emma didn't guess that Karl and Nick cooked dinner.,117,10848,18,guess,,
1162,condition1,0.01,3,filler_bad,Hanako said: Ashley didn't expect that the book about astronomy was on the shelf.,124,11972,19,expect,,
1162,condition1,0.04,3,filler_bad,Hanako said: Charlie didn't speculate that Liz and Jason drank the beer. ,115,44541,20,speculate,,
1162,condition1,0.94,3,filler_good,Hanako said: Larry didn't reveal that Jacy rented the truck.,107,6170,21,reveal,,
1162,condition1,0.97,3,filler_good,Hanako said: Jake didn't guess that George emailed the students.,101,6072,22,guess,,
1162,condition1,0.91,3,say,Hanako said: Hannah didn't say that Alex bought a birthday cake.,3,9763,23,say,,
1162,condition1,0.05,3,say_adv,Hanako said: Rui didn't say cheerfully that Kevin lost the keys.,2,7061,24,say cheerfully,,
1162,condition1,0.05,4,filler_bad,Hanako said: Emily didn't imply that Krisha's parents were moving to Texas.,123,7138,25,imply,,
1162,condition1,0.93,4,filler_good,Hanako said: Ted didn't hope that Charlie received a message.,110,7092,26,hope,,
1162,condition1,0.94,4,say,Hanako said: Matthew didn't say that Brandon broke his laptop.,4,19023,27,say,,
1162,condition1,0.93,4,say_adv,Hanako said: Danny didn't say softly that Mary met with the lawyer.,1,7656,28,say softly,,
1162,condition1,0.97,4,filler_good,Hanako said: Ollie didn't imply that Jennifer got a cat.,105,5204,29,imply,,
1162,condition1,0.02,4,filler_bad,Hanako said: Bill didn't suspect that Rob and Marc cut the bread. ,114,7406,30,suspect,,
1162,condition1,0.14,5,say_adv,Hanako said: Donald didn't say wearily that Ming forgot her phone. ,9,6615,31,say wearily,,
1162,condition1,0.04,5,filler_bad,Hanako said: Laura didn't think that Frank and Lisa were in the office.,116,6387,32,think,,
1162,condition1,0.98,5,say,Hanako said: Jess didn't say that Tia brought her parents.,12,5790,33,say,,
1162,condition1,0.04,5,filler_bad,Hanako said: Yash didn't hope that Eva's uncle should stay for dinner.,121,7824,34,hope,,
1162,condition1,0.98,5,filler_good,Hanako said: Nancy didn't think that Tony would visit George.,112,5046,35,think,,
1162,condition1,0.23,5,filler_good,Hanako said: Grace didn't expect that Zack broke the plates.,109,5709,36,expect,,
1238,condition1,0.99,practice,practice_acceptability_good_1,Hanako said: Fiona didn't buy pineapple.,201,,0,NA,0,
1238,condition1,0.02,practice,practice_accpetability_bad_2,Hanako said: Prisha doesn't speak Korean.,204,,0,NA,0,
1238,condition1,0.21,0,filler_bad,Hanako said: Jake didn't imply that Frank and Lisa were in the office.,116,40232,1,imply,,
1238,condition1,0.22,0,filler_bad,Hanako said: Frankie didn't believe that Karl and Nick cooked dinner.,117,21824,2,believe,,
1238,condition1,0.99,0,say,Hanako said: Donald didn't say that Omar had dinner with his manager.,10,38225,3,say,,
1238,condition1,0.99,0,filler_good,Hanako said: Ollie didn't believe that Doug would invite the mayor.,102,65798,4,believe,,
1238,condition1,0.98,0,filler_good,Hanako said: Ben didn't hope that Tony would visit George.,112,38120,5,hope,,
1238,condition1,0.7,0,say_adv,Hanako said: Rui didn't say dryly that Hasan talked to the detectives.,8,93306,6,say dryly,,
1238,condition1,0.78,1,say,Hanako said: Danny didn't say that Tia brought her parents.,12,31920,7,say,,
1238,condition1,0.99,1,filler_good,Hanako said: Howard didn't reveal that Julian ate the cupcake.,103,36424,8,reveal,,
1238,condition1,0.02,1,filler_bad,Hanako said: Larry didn't expect that Rob and Marc cut the bread. ,114,64680,9,expect,,
